Registro MySQL,Nome do Pai My SQL,Nome da Mãe MySQL,Registration Mongo,FatherName Mongo,MotherName Mongo,Comparação
029117,gic de* baloghshof schwarzer kaiser of ferrkat,br* ferrkat black panty,029117,,
032813,br* mahayana francesco of the morisette,br* mahayana lauren-hill of morisette,032813,,
032815,br* mahayana francesco of the morisette,br* mahayana lauren-hill of morisette,032815,,
032695,br* lakshmy sunny boy,br* oaks scandal von dogma,032695,,oaks scandal von dogma
032697,br* lakshmy sunny boy,br* oaks scandal von dogma,032697,,oaks scandal von dogma
032693,sgc ca* nightmist lisimba of abydale,ca* nightmist back in blue two,032693,,
032694,br* ferrkat judan,br* urtigas lili,032694,,
,br* ferrkat judan,br* midnigthtmoon luna,,highlandkatz twist and shout,
,br* ferrkat judan,br* midnightmoon luna,,highlandkatz twist and shout,
032163,br* mahavira black panther,br* mahavira agatha,032163,,
,br* xadai golden sunshine of anurb,br* xadai blue violete ii of anurb ,,highlandkatz twist and shout,
,us* harwood gin tonic ,ar* covent garden miss botox ,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
032172,br* korban ralph lauren,br* lakshmy giverny,032172,,
032151,br* fortaleza twisty,br* korban miragem,032151,,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
,,,,highlandkatz twist and shout,
032140,br* mahavira dom gregorio of thunderkeys,br* alcanphor tifani of thunderkeys,032140,,
032228,br* sathya apolo of thunderkeys,ar* pampa winnye amazonas,032228,sathya apolo of thunderkeys,
031617,"rw, qgc us* budmar land rover of coventgarden",rw ar* covent garden ann taylor,031617,,
035991,ch ca* nightmist taj mahal king fawn,br* muntaz-mahal dark blaze star,035991,nightmist taj mahal king fawn,mumtaz-mahal dark blaze star
030421,nl* santino of the catplanet,dk* wytopitlock pepe lopes,030421,santino of the catplanet,
033159,sc us* anona for my eyes only,us* anona too good to be true,033159,,
032800,timaraccon's will power,felicity du museum of coons,032800,,
032799,sc br*cardigans black francis jw dsm,sc fi*escapes eternity,032799,cardigans black francis,
033053,nero of beyrouth *cz,gic br* katzecoon faith,033053,,katzecoon faith
033198,cz* nero of beyrouth,pt* lusocats eternity white,033198,,
032877,pl* wellington medium color,de* funny foot print's harmony,032877,,
033046,br* legato yuri of katzecoon,br* british castle's natasha,033046,,
30170,us* pajean´s louie louie,ic br* madame norra de saint christin,30170,,
3342,pendragon's balinsky,jad'or de baudelaire,3342,,
033251,ch us* seder rennes wanna be a cougar,ch us* rhamjoge party girl,033251,,
033479,sc br* ghattas blackjack,br* ghattas devassa,033479,ghattas blackjack,ghattas devassa
032918,pt* true star brown sugar,br* isabeau de saint christin,032918,,
032916,ch pt* true star brown sugar,br* isabeau de saint christin,032916,,
032887,ic no* mydele's ask,ch br* demi moore,032887,mydele's ask,
032885,ic no* mydele's ask,ch br* demi moore,032885,mydele's ask,
032811,gic br* muskogee lone star,ch br* gatitude amélie poulain,032811,," gatitude amélie poulain"
032706,it leaena sccaco matto,br byguls cassandra,032706,,
023040,"fac baloghshof jack frost, dsm",blaze star's victória,023040,,
033077,no* tojo polaris noel coward,no* tojo polaris vickie carrico,033077,,
033078,no* tojo polaris quincy coleman,no* tojo polaris queen esther,033078,,
32115,br* ravagnani arthur 5th,br* katzecoon aretha,32115,ravagnani arthur 5th,
032869,pl* indiana jones frotka,pt* artsycats sarah vaughan,032869,,
31826,de* tipsntails escobar,ch br* katzecoon tiffany,31826,,
029650,de* tips n tails escobar,ch br* katzecoon tiffany,029650,,
032385,gic muskogee lone star,eau de vie pérola,032385,,
042984,ch obereg korona atefa *ua,ch kassiopea korona atefa *ua,042984,,
028344,br* korban olivier,br* tel-aviv querida ben bondemais,028344,,
032944,br* sun moon star yan of bhagavan,br* spazio fellini lakshmi,032944,,spazio fellini lakshmi
029323,oasis de amon aquiles,amor de gato luna of bhagavan,029323,,
041567,ic ar* caresses bleues ares,ar* bleu regard doux ruby,041567,,
3936,ic achilles shalun khan *bg,ch cleopatra shalun khan *bg,3936,,
028230,br * baba de luminar,br * leslie de luminar,028230,,
032865,pl* indiana jones frotka,pt* artsycats sarah vaughan,032865,,
037462,"ar* magie noire rigoletto, jw",br* pax deorum's nevermind,037462,magie noire rigoletto,pax deorum's nevermind
030848,br * james bond de luminar,br * pequena notavel von vogel ii,030848,,
,"nw, ic caspian's equilibrium, jw",rianna sky beyrouth *cz,,highlandkatz twist and shout,
043322,"ch se* gunbertus nestor the bull, jw",es* olympodolls thais,043322,,
043631,nils manikeob *nl,hupsakee de broeckloni *nl,043631,,
037127,"ic br*cardigans killing joke, jw",sc fi*escape's eternity,037127,cardigans killing joke,
028233,br* viana mister baboo,br* pequena notavel von voguel ii,028233,,
051416,ic luzbel ayacata's dreams *es,ic iva golden orchid,051416,,
030871,sun moon star yan of bhagavan ,amor de gato luna of bhagavan,030871,,
32947,rw/sgw chatandolls blue bear,tajeschidolls lina of siempre amar,32947,,
32948,rw/sgc chatandolls blue bear,tajeschidolls lina of siempre amar,32948,,
035519,br* cerberuss havilah of sammaycoon,chloé of kudo's *br,035519,,
032898,ch de*justcoons texas ranger,ch br*l. b. master clÉo,032898,,l. b. master cléo
033901,br* katzecoon luke sky walkers,br* querubins shakira of gugatto,033901,,
033900,ic uy* luciernagas cayetano,uy* luciernagas heaven,033900,,
033197,nero of beyrouth *cz,pt* lusocats eternity white,033197,,
